,ID,chain,state,time,full_emp,part_emp
411,46,BK,PA,1,3.5,35
412,49,KFC,PA,1,0,15
413,506,KFC,NJ,1,3,7
414,56,Wendys,NJ,1,0,36
415,61,Wendys,NJ,1,28,3
416,62,Wendys,NJ,1,NA,NA
417,445,BK,PA,1,15,18
418,451,BK,PA,1,26,9
419,455,KFC,NJ,1,3,12
420,458,KFC,NJ,1,2,9
421,462,Roys,NJ,1,1,25
422,468,BK,PA,1,9,32
423,469,BK,PA,1,7,39
424,470,BK,PA,1,18,10
425,474,BK,PA,1,5,20
426,481,KFC,NJ,1,15,4
427,483,KFC,NJ,1,4,13
428,487,Roys,NJ,1,6,20
429,488,Roys,PA,1,5,15
430,489,Roys,PA,1,2,19
431,490,Roys,NJ,1,2,18
432,493,Roys,NJ,1,0,30
433,495,Roys,PA,1,8,20
434,496,Roys,NJ,1,10,10
435,499,Wendys,NJ,1,0,31
436,509,Roys,NJ,1,5.5,10
437,515,Roys,NJ,1,5,19
438,37,BK,PA,1,6,25
439,39,BK,PA,1,5,15
440,40,BK,PA,1,7,25
441,41,BK,PA,1,0,42
442,42,BK,PA,1,0,22
443,45,BK,PA,1,11,12
444,47,BK,PA,1,0,45
445,48,BK,PA,1,7.5,25
446,50,KFC,PA,1,4,20
447,51,KFC,PA,1,6,15
448,57,Wendys,NJ,1,7,18
449,58,Wendys,NJ,1,0,28
450,59,Wendys,PA,1,0,16
451,60,Wendys,PA,1,10,20
452,407,KFC,NJ,1,1,14
453,430,BK,PA,1,0,48
454,432,BK,PA,1,25,10
455,433,BK,PA,1,0,42
456,434,BK,PA,1,19,29
457,435,BK,PA,1,0,32
458,438,KFC,PA,1,2,9
459,440,Wendys,PA,1,0,30
460,441,Wendys,PA,1,0,30
461,443,Wendys,PA,1,5,20
462,444,Wendys,PA,1,10,35
463,446,BK,PA,1,7,24
464,448,BK,PA,1,8,27
465,449,BK,PA,1,15,15
466,450,BK,PA,1,27.5,8
467,454,KFC,NJ,1,0,18
468,459,Roys,NJ,1,0,20
469,466,Wendys,PA,1,14,12
470,471,BK,PA,1,12,23
471,472,BK,PA,1,8,25
472,473,BK,PA,1,26,15
473,475,BK,PA,1,10,16
474,476,BK,PA,1,5,30
475,477,BK,PA,1,6,20
476,478,BK,PA,1,8,30
477,485,KFC,NJ,1,4,12
478,491,Roys,PA,1,0,0
479,492,Roys,NJ,1,4,15
480,497,Wendys,NJ,1,NA,NA
481,498,Wendys,NJ,1,21,5.5
482,501,BK,PA,1,30,15
483,503,BK,PA,1,35,6.5
484,510,Roys,NJ,1,2.5,17.5
485,511,Roys,NJ,1,3,13
486,514,Roys,PA,1,23,16
487,516,Roys,NJ,1,2,12
488,521,BK,PA,1,0,12
489,522,BK,PA,1,3,23
490,113,BK,PA,1,2,40
491,123,BK,PA,1,5,25
492,135,Roys,PA,1,8,24
493,138,Roys,NJ,1,2,33
494,153,BK,PA,1,26.5,10
495,181,KFC,PA,1,1,15
496,191,Wendys,PA,1,0,25
497,231,BK,PA,1,16,6
498,236,BK,PA,1,23,22
499,254,Wendys,PA,1,28,10
500,255,Wendys,PA,1,8,12
501,294,BK,PA,1,0,35
502,306,Roys,NJ,1,6,20
503,311,Wendys,PA,1,35,30
504,315,BK,PA,1,4.5,20
505,335,BK,NJ,1,7,13
506,372,BK,NJ,1,30,20
507,6,Roys,NJ,1,5,2
508,14,KFC,PA,1,4,17
509,26,BK,PA,1,10,20
510,27,KFC,NJ,1,0,7
511,30,KFC,PA,1,4,3
512,31,KFC,PA,1,6,15
513,33,Roys,PA,1,6,11
514,36,Wendys,PA,1,10,35
515,77,Roys,PA,1,4,60
516,78,Roys,NJ,1,10,12
517,81,Wendys,PA,1,0,45
518,82,Wendys,PA,1,25,8
519,83,Wendys,PA,1,NA,NA
520,85,BK,PA,1,0,35
521,89,BK,NJ,1,6,25
522,94,KFC,PA,1,2,20
523,103,Wendys,PA,1,NA,NA
524,112,Wendys,PA,1,5,25
525,128,KFC,NJ,1,3,16
526,129,Roys,PA,1,7,18
527,131,Roys,PA,1,8,22
528,139,Wendys,PA,1,11,25
529,143,Wendys,PA,1,NA,NA
530,144,Wendys,PA,1,4,37
531,145,BK,PA,1,10,8
532,147,BK,PA,1,6,0
533,148,BK,PA,1,7.5,30
534,151,BK,PA,1,0,0
535,152,BK,PA,1,12,13.5
536,157,KFC,PA,1,12,8
537,161,Roys,NJ,1,26,12
538,163,Roys,NJ,1,1.5,33
539,164,Roys,NJ,1,5,15
540,165,Wendys,PA,1,10,17
541,169,BK,NJ,1,20,6
542,170,BK,NJ,1,20,20
543,187,Roys,PA,1,5,17.5
544,190,Roys,NJ,1,7,30
545,196,Wendys,NJ,1,0,30
546,197,BK,PA,1,5,21
547,234,BK,PA,1,10,4
548,240,Roys,NJ,1,15,15
549,241,Roys,PA,1,15,NA
550,242,Roys,NJ,1,12,10
551,245,Roys,PA,1,8,12
552,259,BK,PA,1,15,15
553,268,BK,NJ,1,0,42.5
554,271,KFC,NJ,1,0,15
555,272,KFC,NJ,1,2,14
556,274,KFC,NJ,1,3,7
557,276,KFC,NJ,1,5,15
558,296,BK,NJ,1,4,9
559,299,KFC,NJ,1,6,12
560,301,KFC,NJ,1,2,7
561,320,KFC,PA,1,4,6
562,321,KFC,PA,1,4,11
563,324,Roys,PA,1,22,39
564,326,Roys,NJ,1,0,45
565,330,Wendys,PA,1,3,20
566,334,BK,PA,1,0,20
567,349,Roys,NJ,1,0,20
568,354,Wendys,PA,1,9,7
569,356,Wendys,PA,1,0,28
570,357,Wendys,PA,1,21,6
571,371,BK,PA,1,11,22
572,373,BK,NJ,1,18,15
573,375,BK,PA,1,0,25
574,378,BK,NJ,1,20,15
575,381,BK,PA,1,15,15
576,403,Roys,NJ,1,11,23
577,406,Wendys,NJ,1,17,22
578,407,Wendys,NJ,1,8,7
579,409,BK,PA,1,0,15
580,1,BK,PA,1,20,40
581,2,BK,PA,1,7.5,10
582,3,KFC,PA,1,4,7
583,4,Roys,PA,1,5,30
584,5,Roys,PA,1,10,30
585,8,Wendys,PA,1,15,25
586,9,BK,PA,1,0,32
587,10,BK,PA,1,15,15
588,11,BK,PA,1,12,24
589,12,BK,PA,1,15,15
590,13,KFC,PA,1,2,11
591,15,Roys,PA,1,5,20
592,16,Roys,PA,1,7,17
593,17,Roys,PA,1,4,35
594,18,Roys,PA,1,8,38
595,19,BK,PA,1,6,44
596,21,KFC,PA,1,0,11
597,22,Roys,PA,1,3,15
598,23,BK,PA,1,14,14
599,24,BK,PA,1,15,20
600,28,KFC,PA,1,6,2
601,29,KFC,PA,1,0,13
602,32,Roys,PA,1,2,25
603,34,Roys,NJ,1,11,7
604,35,Wendys,PA,1,13,18
605,38,BK,PA,1,10,20
606,63,BK,NJ,1,15,10
607,64,BK,PA,1,13,13
608,65,BK,PA,1,NA,NA
609,66,BK,PA,1,26,10
610,67,BK,PA,1,4,17.5
611,68,BK,PA,1,13,17
612,69,BK,PA,1,0,27
613,70,BK,PA,1,10,30
614,71,BK,PA,1,29,14
615,73,KFC,PA,1,14,0
616,75,KFC,PA,1,4,11
617,76,Roys,NJ,1,25,15
618,79,Roys,NJ,1,8,18
619,80,Wendys,PA,1,11,14
620,84,BK,PA,1,12,30
621,86,BK,PA,1,9,12
622,87,BK,PA,1,0,30
623,88,BK,PA,1,4,37
624,91,BK,NJ,1,0,30
625,92,BK,NJ,1,14,6
626,93,BK,NJ,1,5,25
627,95,KFC,PA,1,0,14
628,96,KFC,PA,1,0,15
629,97,KFC,PA,1,2.5,11
630,98,KFC,PA,1,3,13
631,99,Roys,NJ,1,30,50
632,101,Roys,PA,1,10,12
633,102,Roys,PA,1,0,27
634,104,Wendys,PA,1,11,10
635,105,BK,PA,1,0,45
636,106,BK,PA,1,2,25
637,107,BK,NJ,1,13.5,10
638,108,BK,PA,1,11,24
639,111,Roys,PA,1,20,14.5
640,114,BK,PA,1,20,40
641,115,BK,PA,1,6,15
642,116,BK,PA,1,22,12
643,118,BK,PA,1,18,20
644,119,BK,PA,1,18,13
645,120,BK,NJ,1,0,30
646,122,BK,PA,1,10,50
647,124,BK,PA,1,21,6
648,125,KFC,PA,1,0,15
649,130,Roys,NJ,1,2,38
650,132,Roys,NJ,1,15,20
651,133,Roys,NJ,1,3,20
652,134,Roys,PA,1,6,27.5
653,136,Roys,NJ,1,NA,NA
654,137,Roys,NJ,1,12,30
655,140,Wendys,PA,1,5,35
656,141,Wendys,PA,1,10,25
657,142,Wendys,PA,1,40,31
658,146,BK,PA,1,0,32
659,149,BK,PA,1,8,10
660,150,BK,PA,1,12,20
661,156,BK,PA,1,2,18
662,158,KFC,PA,1,3,4
663,159,KFC,PA,1,10,5
664,162,Roys,NJ,1,3,30
665,166,Wendys,PA,1,0,35
666,168,BK,PA,1,0,32
667,171,BK,NJ,1,10,12.5
668,172,BK,PA,1,7,23
669,173,BK,PA,1,11,30
670,174,BK,PA,1,20,20
671,176,BK,PA,1,20,27.5
672,178,KFC,NJ,1,1,10
673,179,KFC,PA,1,2,10
674,180,KFC,PA,1,0,17.5
675,182,KFC,PA,1,0,15
676,183,KFC,PA,1,15,10
677,185,KFC,PA,1,2,6
678,186,Roys,PA,1,12,18
679,189,Roys,PA,1,0,19
680,192,Wendys,PA,1,4.5,30
681,193,Wendys,PA,1,4,9
682,195,Wendys,PA,1,8,25
683,198,BK,PA,1,10,32
684,199,KFC,PA,1,11,3
685,200,BK,PA,1,5,40
686,201,BK,PA,1,16,22
687,202,BK,PA,1,13,11
688,203,BK,PA,1,4,34
689,204,BK,PA,1,12,13.5
690,207,KFC,NJ,1,8.5,6
691,208,Roys,NJ,1,5,32
692,209,Roys,NJ,1,6,37
693,210,Wendys,NJ,1,0,14
694,211,BK,PA,1,2,35
695,212,BK,PA,1,20,15
696,213,BK,NJ,1,12,17.5
697,214,BK,PA,1,0,35
698,215,BK,PA,1,20,10
699,216,KFC,PA,1,2,18
700,217,KFC,NJ,1,0,12
701,218,KFC,NJ,1,5,3
702,219,KFC,NJ,1,9,9
703,220,KFC,PA,1,3,12
704,221,KFC,PA,1,1,15
705,222,Roys,NJ,1,2,15
706,223,Roys,NJ,1,3,20
707,225,Roys,NJ,1,12,25
708,226,Wendys,PA,1,0,26
709,228,Wendys,PA,1,11,19
710,229,BK,PA,1,22,11
711,230,BK,PA,1,15,17
712,232,BK,PA,1,18,10
713,233,BK,PA,1,15,7
714,235,BK,PA,1,NA,28
715,237,BK,PA,1,9,17
716,238,KFC,NJ,1,25,15
717,239,KFC,PA,1,0,19
718,243,Roys,NJ,1,7,22
719,244,Roys,NJ,1,16,12
720,247,Wendys,PA,1,0,40
721,248,Wendys,PA,1,10,14
722,249,BK,PA,1,10,12
723,250,KFC,NJ,1,2,4
724,253,Roys,NJ,1,4,8
725,257,BK,PA,1,NA,NA
726,258,BK,PA,1,20,18
727,260,BK,NJ,1,4,26
728,262,BK,PA,1,0,22.5
729,264,BK,PA,1,0,23
730,265,BK,PA,1,0,0
731,267,BK,PA,1,30,25
732,269,KFC,NJ,1,10,3
733,273,KFC,NJ,1,2,11
734,275,KFC,NJ,1,1,8
735,277,KFC,NJ,1,1,14
736,278,KFC,NJ,1,0,9
737,282,Roys,NJ,1,0,0
738,284,Roys,NJ,1,6,12
739,285,Roys,NJ,1,3,15
740,286,Roys,NJ,1,2,15
741,287,Roys,NJ,1,2,15
742,288,Roys,NJ,1,5,9
743,289,Roys,NJ,1,3,10
744,290,Wendys,PA,1,0,23
745,291,Wendys,PA,1,5,16
746,292,Wendys,PA,1,15,11
747,295,BK,PA,1,NA,21
748,297,BK,NJ,1,15,30
749,303,Roys,NJ,1,12,35
750,304,Roys,PA,1,10,15
751,305,Roys,NJ,1,5,22
752,307,Roys,NJ,1,25,25
753,310,Wendys,PA,1,3,23
754,312,BK,PA,1,3,2
755,313,BK,PA,1,0,30
756,314,BK,PA,1,15,6
757,316,BK,NJ,1,12,14
758,317,BK,PA,1,4,0
759,318,KFC,PA,1,7,6
760,319,KFC,PA,1,22,4
761,322,Roys,NJ,1,12,5
762,325,Roys,NJ,1,1,15
763,333,BK,PA,1,3,20
764,336,BK,PA,1,10,20
765,337,BK,NJ,1,25,5
766,339,BK,NJ,1,5,9
767,340,BK,PA,1,15,17
768,341,KFC,NJ,1,3,7
769,343,KFC,NJ,1,4,11
770,346,KFC,NJ,1,3,12
771,348,Roys,NJ,1,0,0
772,350,Roys,NJ,1,5,20
773,351,Roys,NJ,1,10,20
774,352,Roys,NJ,1,NA,NA
775,353,Roys,NJ,1,NA,31
776,355,Wendys,PA,1,3,17
777,359,BK,NJ,1,0,26
778,360,BK,PA,1,5,32
779,361,BK,PA,1,4,23
780,362,KFC,PA,1,24,4
781,363,KFC,PA,1,14,7
782,364,KFC,PA,1,1,30
783,366,Roys,PA,1,1,19
784,368,Wendys,PA,1,0,25
785,369,BK,NJ,1,0,0
786,370,BK,PA,1,26,5
787,376,BK,PA,1,0,17
788,377,BK,PA,1,11,12
789,379,BK,PA,1,28,6
790,380,BK,PA,1,15,14
791,383,BK,PA,1,7,2
792,384,BK,PA,1,0,30
793,385,BK,PA,1,15,14
794,386,BK,PA,1,14,10
795,391,KFC,PA,1,12,7
796,393,KFC,NJ,1,18,4
797,396,Roys,NJ,1,8,30
798,397,Roys,NJ,1,6,15
799,398,Roys,NJ,1,25,15
800,399,Roys,NJ,1,18,18
801,400,Roys,NJ,1,8,24
802,401,Roys,PA,1,5,27
803,402,Roys,NJ,1,17,5
804,405,Roys,NJ,1,1.5,15
805,410,BK,PA,1,0,35
806,411,BK,PA,1,4,36
807,412,KFC,PA,1,0,13
808,413,BK,PA,1,0,20
809,414,BK,PA,1,13,9
810,415,BK,PA,1,0,38
811,417,BK,NJ,1,13,17
812,418,BK,PA,1,0,35
813,419,KFC,NJ,1,5,5
814,421,KFC,NJ,1,25,7
815,422,KFC,PA,1,5,10
816,423,KFC,NJ,1,19,3.5
817,424,KFC,NJ,1,12,3
818,426,Roys,NJ,1,5,25
819,427,Wendys,PA,1,0,35
820,428,Wendys,PA,1,10,24
